list,mask,target_type,prime,prime_trig,target_lower,target,target_trig,audio,audio_trig,cresp,ITI,block,subblock,orig_order,audio_type
A,HZWBDGSV,opq_con,tactile,200,tact,TACT,21,oct,211,5,500,3,a,21,coda
A,WPLXDYCR,opq_con,tenuous,200,ten,TEN,22,in,211,5,300,3,a,22,coda
A,WJKQFMWQ,opq_con,tractable,200,tract,TRACT,23,oct,211,5,400,3,a,23,coda
A,QVDGKQXP,opq_con,treaty,200,treat,TREAT,24,ott,211,5,400,3,a,24,coda
A,YYKPWPKM,opq_inc,bother,200,both,BOTH,51,oom,212,5,300,3,a,49,none
A,SDTXKTTH,opq_inc,caper,200,cap,CAP,52,een,212,5,400,3,a,50,none
A,YZKFSTTH,opq_inc,combine,200,comb,COMB,53,ael,212,5,500,3,a,51,none
A,FPJJXPKP,opq_inc,courteous,200,court,COURT,54,all,212,5,200,3,a,52,none
A,QTJSTQYY,opq_inc,fallible,200,fall,FALL,55,yer,212,5,500,3,a,53,none
A,XKKKBVGW,opq_inc,flourish,200,flour,FLOUR,56,obe,212,5,200,3,a,54,none
A,DKCQCKYQ,opq_inc,furor,200,fur,FUR,57,ime,212,5,500,3,a,55,none
A,TYJJKHXJ,opq_inc,global,200,glob,GLOB,58,aj,212,5,300,3,a,56,none
A,QPKLSVXX,opq_inc,hearth,200,hear,HEAR,59,ear,210,6,500,3,a,57,rime
A,XXLFXVXY,opq_inc,hinder,200,hind,HIND,60,aind,210,6,400,3,a,58,rime
A,ZKQZPWZL,opq_inc,humor,200,hum,HUM,61,um,210,6,200,3,a,59,rime
A,VJHWFHWS,opq_inc,menial,200,men,MEN,62,en,210,6,100,3,a,60,rime
A,ZBJWFZJS,opq_inc,pageant,200,page,PAGE,63,age,210,6,300,3,a,61,rime
A,FDVZXKKD,opq_inc,penal,200,pen,PEN,64,en,210,6,500,3,a,62,rime
A,QKJRZFFQ,opq_inc,pollen,200,poll,POLL,65,ole,210,6,200,3,a,63,rime
A,SLKNVTCD,opq_inc,primary,200,prim,PRIM,66,im,210,6,400,3,a,64,rime
A,ZVGNNPKD,opq_inc,rumor,200,rum,RUM,67,oom,211,5,500,3,a,65,coda
A,VJKXXKCM,opq_inc,shiny,200,shin,SHIN,68,ine,211,5,500,3,a,66,coda
A,WWVVXYCY,opq_inc,sniper,200,snip,SNIP,69,ipe,211,5,200,3,a,67,coda
A,BTGXGXXB,opq_inc,spinal,200,spin,SPIN,70,ine,211,5,500,3,a,68,coda
A,GXVCJXZH,opq_inc,stallion,200,stall,STALL,71,ael,211,5,300,3,a,69,coda
A,GDXJXGWX,opq_inc,tally,200,tall,TALL,72,ael,211,5,400,3,a,70,coda
A,NMPKPQXD,opq_inc,tower,200,tow,TOW,73,ow,211,5,500,3,a,71,coda
A,CQFCLLGG,opq_inc,tuber,200,tub,TUB,74,oob,211,5,300,3,a,72,coda
A,KHNGQGGG,opq_con,proper,201,art,ART,25,eat,212,5,400,3,a,25,none
A,ZBFDNZDX,opq_con,topic,201,chart,CHART,26,ult,212,5,100,3,a,26,none
A,KXFYWQDP,opq_con,traitor,201,clam,CLAM,27,ig,212,5,200,3,a,27,none
A,NJNBGGPJ,opq_con,luster,201,cow,COW,28,apt,212,5,400,3,a,28,none
A,HSQDKWVX,opq_con,rigor,201,earl,EARL,29,oo,212,5,500,3,a,29,none
A,LSYMJXXX,opq_con,hunger,201,fact,FACT,30,ate,212,5,500,3,a,30,none
A,NYKWNKWK,opq_con,clamor,201,feat,FEAT,31,ill,212,5,100,3,a,31,none
A,VDQXKKBP,opq_con,marshal,201,flu,FLU,32,ast,212,5,400,3,a,32,none
A,DJZGXPYG,opq_con,wicker,201,halt,HALT,33,ult,210,6,500,3,a,33,rime
A,FVFDQQMS,opq_con,halter,201,hung,HUNG,34,ung,210,6,500,3,a,34,rime
A,WJZCDGZW,opq_con,fluent,201,kilt,KILT,35,ilt,210,6,500,3,a,35,rime
A,MHNWVDJB,opq_con,artery,201,lust,LUST,36,ust,210,6,100,3,a,36,rime
A,VPJKZPBP,opq_con,million,201,marsh,MARSH,37,arsh,210,6,100,3,a,37,rime
A,ZXGXHPPF,opq_con,suitor,201,mill,MILL,38,ill,210,6,300,3,a,38,rime
A,ZQFYQNVC,opq_con,kilter,201,past,PAST,39,ast,210,6,400,3,a,39,rime
A,NNDWXGVZ,opq_con,raptor,201,prop,PROP,40,op,210,6,500,3,a,40,rime
A,DHZQNDGD,opq_con,tailor,201,rapt,RAPT,41,opt,211,5,500,3,a,41,coda
A,FWLYLDKC,opq_con,pastor,201,rig,RIG,42,og,211,5,400,3,a,42,coda
A,HNNLZYHG,opq_con,factor,201,suit,SUIT,43,ate,211,5,400,3,a,43,coda
A,ZXMPSXFQ,opq_con,charter,201,tail,TAIL,44,ole,211,5,400,3,a,44,coda
A,CYPSVBWH,opq_con,feature,201,text,TEXT,45,ixt,211,5,500,3,a,45,coda
A,HGGNFZZZ,opq_con,early,201,top,TOP,46,ape,211,5,500,3,a,46,coda
A,MGYKNJNL,opq_con,texture,201,trait,TRAIT,47,oot,211,5,500,3,a,47,coda
A,YNDQLBYN,opq_con,cower,201,wick,WICK,48,ick,211,5,200,3,a,48,coda
A,SZKDJNXC,opq_inc,pallor,201,broth,BROTH,75,ibe,212,5,200,3,a,73,none
A,VBMHFQZV,opq_inc,wager,201,call,CALL,76,own,212,5,400,3,a,74,none
A,JYVVXYVB,opq_inc,flower,201,cat,CAT,77,uth (voiced),212,5,300,3,a,75,none
A,FBXXGXDV,opq_inc,mother,201,cop,COP,78,age,212,5,300,3,a,76,none
A,GWQXQHWP,opq_inc,scary,201,cub,CUB,79,obe,212,5,300,3,a,77,none
A,KHYQJDDX,opq_inc,copious,201,fib,FIB,80,ope,212,5,300,3,a,78,none
A,GBMHGVJJ,opq_inc,posture,201,flow,FLOW,81,yoob,212,5,200,3,a,79,none
A,XKZBSQHV,opq_inc,gluten,201,gall,GALL,82,oom,212,5,500,3,a,80,none
A,MWKQYJQD,opq_inc,fiber,201,glut,GLUT,83,utt,210,6,400,3,a,81,rime
A,BQFFVQMC,opq_inc,gallant,201,hide,HIDE,84,ide,210,6,300,3,a,82,rime
A,LXYPLZDB,opq_inc,shower,201,host,HOST,85,owst,210,6,500,3,a,83,rime
A,RMBQBSFH,opq_inc,tonal,201,leg,LEG,86,egg,210,6,100,3,a,84,rime
A,LWGVNJBQ,opq_inc,cater,201,moth,MOTH,87,auTH (unvoiced),210,6,500,3,a,85,rime
A,WZKSKSFT,opq_inc,cubic,201,pall,PALL,88,all,210,6,200,3,a,86,rime
A,WNXRJNTQ,opq_inc,hideous,201,plum,PLUM,89,um,210,6,500,3,a,87,rime
A,HCLZVDVZ,opq_inc,rotary,201,post,POST,90,owst,210,6,400,3,a,88,rime
A,BVQQPQPN,opq_inc,trolley,201,rot,ROT,91,ote,211,5,100,3,a,89,coda
A,KDJWQFPP,opq_inc,hostage,201,scar,SCAR,92,air,211,5,300,3,a,90,coda
A,VQYDYZDX,opq_inc,brother,201,show,SHOW,93,ow,211,5,400,3,a,91,coda
A,KFZYJYDZ,opq_inc,legal,201,sob,SOB,94,obe,211,5,200,3,a,92,coda
A,MXMMXCTW,opq_inc,sober,201,spur,SPUR,95,yer,211,5,500,3,a,93,coda
A,HGGHQDVM,opq_inc,spurious,201,ton,TON,96,own,211,5,300,3,a,94,coda
A,HBQXJPKQ,opq_inc,callous,201,troll,TROLL,97,all,211,5,500,3,a,95,coda
A,KYDXFZDN,opq_inc,plumage,201,wag,WAG,98,age,211,5,300,3,a,96,coda
